hyp	tgt
Das sind also die Metadaten.	Das hier sind alle Metadaten.
Für diejenigen unter Ihnen, die sich wirklich für Kunst interessieren, können Sie das hier anklicken, aber ich werde das jetzt abklicken.	"Jene von Ihnen, die wirklich an Kunst interessiert sind, können hier klicken – aber ich klicke das jetzt weg."
Und das ist eines der Bilder, die wir mit der sogenannten Gigapixel-Technologie aufgenommen haben.	"Dies ist eins der Bilder, die wir festgehalten haben mit der sogenannten Gigapixel-Technologie."
Dieses Bild zum Beispiel hat beinahe 10 Milliarden Pixel.	"Dieses Bild zum Beispiel hat etwa 10 Milliarden Bildpunkte, glaube ich."
"Ich bekomme viele Leute, die mich fragen: ""Was bekommt man für 10 Milliarden Pixel?"" Ich werde versuchen, Ihnen zu zeigen, was man wirklich für 10 Milliarden Pixel bekommt."	"Und eine Menge Leute fragen mich: ""Was bekommt man für 10 Milliarden Bildpunkte?"" Das werde ich Ihnen jetzt zeigen: Man kann sehr leicht rein und rauszoomen."
Mein Name ist Amit, und vor 18 Monaten hatte ich einen anderen Job bei Google und ich präsentierte diese Idee, etwas mit Museen und Kunst zu tun, meiner Chefin, die tatsächlich hier ist, und sie erlaubte es mir.	"Mein Name ist Amit. Vor 18 Monaten machte ich etwas anderes bei Google, und ich regte an, etwas mit Museen und Kunst zu machen. Meine Chefin, die heute auch ist, gab mir grünes Licht."
Sie sehen hier ein paar lustige Dinge.	Sie sehen etwas lustiges hier.
Ich liebe diesen Typen, sein Ausdruck ist unbezahlbar.	Ich liebe diesen Kerl; sein Ausdruck ist unbezahlbar.
Aber dann will man wirklich tief gehen.	Aber dann wollen Sie wirklich tief hinein.
Also fing ich an herumzuspielen und fand etwas hier drüben.	"Und so fing ich an herum zu spielen, und stellte fest, dass dort etwas vor sich geht."
"Ich sagte: ""Moment, das klingt interessant."" Ich ging hinein und bemerkte, dass diese Kinder tatsächlich etwas schlugen."	"Und ich dachte: ""Moment mal, das klingt interessant."" Ich ging nah ran, und bemerkte langsam, das diese Kinder tatsächlich etwas schlugen."
Ich recherchierte ein bisschen und sprach mit einigen meiner Kontakte bei der MET und fand heraus, dass es ein Spiel namens Skool ist, bei dem man ein Gänseblümchen mit einem Stock schlägt, am Mittwoch vor Aschermittwoch.	"Ich forschte ein wenig, sprach mit einigen Bekannten beim Met, und fand tatsächlich heraus, das es sich um ein Spiel namens Squail handelt, bei dem eine Gans am Fastnachtsdienstag mit einem Stock geschlagen wird."
Und anscheinend war es ziemlich beliebt.	Scheinbar war es recht beliebt.
Ich weiß nicht, warum sie es taten, aber ich habe etwas darüber gelernt.	"Ich weiß nicht, warum sie es taten, aber ich lernte etwas darüber."
Jetzt sind wir wirklich tief drin, man kann wirklich die Risse sehen.	"Um wirklich nah heran zu gehen, kann man bis zu den Rissen gehen."
Nur um Ihnen eine Perspektive zu geben, ich zoom aus, damit Sie wirklich sehen, was Sie bekommen.	"Nur um Ihnen den Überblick zu geben, zoome ich heraus, damit Sie sehen, was man bekommt."
Hier waren wir und das ist das Gemälde.	"Hier waren wir, und dies ist das Gemälde."
Das Beste kommt noch.	Das Beste kommt aber noch – in einer Sekunde.
Lassen Sie uns kurz ins MoMA in New York springen.	"Lassen Sie uns schnell zum MoMA springen, wieder in New York."
"Ein weiterer meiner Favoriten ist ""Starry Night"". Das Beispiel, das ich Ihnen gezeigt habe, ging um Details zu finden."	"Ein weiteres Lieblingsbild von mir, Sternennacht."
Aber was, wenn Sie Pinselstriche sehen wollen?	"Bei dem vorigen Beispiel ging es darum, Einzelheiten zu finden, aber was, wenn man die Pinselstriche sehen will?"
Und was, wenn Sie sehen wollen, wie Van Gogh dieses Meisterwerk geschaffen hat?	"Und was erst, wenn man sehen will wie Van Gogh dieses Meisterwerk denn erschaffen hat? Man zoomed hinein. Man kann wirklich hinein gehen."
Ich werde zu einem meiner Lieblingsorte im Gemälde gehen, und ich werde wirklich in die Ritzen gehen.	"Ich werde in einen meiner Lieblingsteile dieses Bildes zoomen, bis ich wirklich bei den Rissen bin."
Das ist der Sternenhimmel, wie ich glaube, noch nie zuvor gesehen.	"Das ist Sternennacht, wohl niemals zuvor so gesehen."
Ich werde Ihnen mein anderes Lieblingsmerkmal zeigen.	Nun werde ich Ihnen meine liebste Funktion zeigen.
Es gibt noch viel mehr, aber ich habe keine Zeit.	"Es gibt noch viele weitere, aber mir fehlt die Zeit."
Das ist der wirklich coole Teil.	"Das ist der wirklich coole Teil, er heißt Sammlungen."
Es ist egal, ob Sie reich oder arm sind, ob Sie ein schickes Haus haben.	"Jeder von Ihnen, jeder – gleich ob reich oder arm, ob Sie ein tolles Haus haben – spielt keine Rolle."
Sie können Ihr eigenes Museum online erstellen, Ihre eigene Sammlung über all diese Bilder.	Sie können loslegen und online Ihr eigenes Museum erschaffen – aus all diesen Bildern können Sie Ihre eigene Sammlung anlegen.
Man geht einfach hinein und ich habe das so genannten Power of Zoom geschaffen. Man kann einfach herumzoomen.	"Ganz einfach, Sie gehen hinein – und ich habe dies geschaffen, es heißt Die Macht des Zoom – Sie können umherzoomen."
Die Botschafter basieren in der Nationalgalerie.	"Das ist 'Die Gesandten', in der Nationalgallerie."
Man kann das Zeug markieren, es an seine Freunde schicken und wirklich ein Gespräch darüber anfangen, was man fühlt, wenn man diese Meisterwerke durchliest.	"Sie können alles mit Anmerkungen versehen, Ihren Freunden schicken, und so eine Unterhaltung beginnen darüber, was Sie fühlen, wenn Sie diese Meisterwerke betrachten."
Ich denke also zum Schluss, dass für mich die Hauptsache ist, dass all das tolle Zeug hier nicht wirklich von Google kommt.	"Ich denke, abschließend, ist für mich die Hauptsache, dass all die wunderbaren Sachen hier nicht von Google kommen."
Und es dauerte 18 Monate.	Und es dauerte 18 Monate.
Meiner Meinung nach kommt es nicht einmal aus den Museen.	Sie kommen meines Erachtens nach nicht mal aus den Museen.
Wir sollten das nicht sagen.	Das sollte ich vielleicht nicht sagen.
Es kommt wirklich von diesen Künstlern.	Sie kommen von den Künstlern.
Und das war meine demütigende Erfahrung darin.	Und das war eine Erfahrung in Demut für mich.
Ich hoffe, in diesem digitalen Medium, dass wir ihren Kunstwerken gerecht werden und sie richtig online repräsentieren.	"Ich meine, ich hoffe dass wir mit diesem digitalen Medium der Kunst gerecht werden, und sie ordentlich online repräsentieren."
Viele lustige Verhandlungen und Geschichten kann ich Ihnen mit 17 sehr interessanten Museen aus neun Ländern erzählen.	"Eine Menge spaßiger Verhandlungen und Geschichten, das kann ich Ihnen sagen, mit 17 sehr interessanten Museen aus neun Ländern."
Und die größte Frage, die mir heute gestellt wird, ist: Hast du das gemacht, um die Erfahrung eines Museumsbesuches nachzuahmen? Und die Antwort ist nein.	"Dabei ist die größte Frage, die mir neulich gestellt wird: ""Haben Sie das gemacht, um die Erfahrung eines Museumsbesuchs zu replizieren?"" Die Antwort darauf ist Nein."
Es soll die Erfahrung ergänzen.	Es soll die Erfahrung ergänzen.
Das war 's. Danke.	Darum geht es. Dankeschön.
Ich werde mich auf die Demo konzentrieren.	Aber ich werde mich auf die Vorführung konzentrieren.
Es gibt viele Geschichten darüber, warum wir das gemacht haben.	"Es gibt eine Menge Geschichten darüber, warum wir dies getan haben."
Ich denke, meine persönliche Geschichte wird auf der Folie sehr einfach erklärt, und ihr Zugang.	"Ich denke, meine persönliche Sicht ist sehr einfach mit dieser Folie und ihrem Zugriff erklärt."
Ich wuchs in Indien auf.	Ich wuchs in Indien auf.
Ich hatte eine gute Ausbildung, ich beschwerte mich nicht, aber ich hatte keinen Zugang zu vielen dieser Museen und Kunstwerke.	Mir wurde eine großartige Ausbildung zuteil – ich beschwere mich nicht – aber ich hatte zu vielen Museen und diesen Kunstwerken keinen Zugang.
Als ich anfing zu reisen und in diese Museen zu gehen, begann ich viel zu lernen.	"Als ich dann reiste, und diese Museen zu besuchen, begann ich eine Menge zu lernen."
Und während ich bei Google arbeitete, versuchte ich, dieses Verlangen, es mit Technologie zugänglicher zu machen, zusammenzufassen.	"Und während ich für Google arbeitete, versuchte ich diese Sehnsucht – Kunst zugänglicher zu machen – mit Technologie zusammen zu führen."
Also gründeten wir ein Team, ein großartiges Team von Leuten, und wir begannen damit.	"Wir bildeten dann ein Team, eine großartige Mannschaft, und wir begannen hiermit."
Ich werde wahrscheinlich in die Demo einsteigen und Ihnen ein paar der interessanten Dinge erzählen, die wir seit dem Start hatten.	"Ich werde wohl mit der Demonstration beginnen, und Ihnen einige interessante Dinge erzählen, die seit dem Start passierten."
Also , einfach, Sie kommen zum Google Art Project.com, Sie schauen sich um, all diese Museen hier.	Man geht also einfach zu GoogleArtProject.com. Man kann sich in all diesen Museen hier umsehen.
Wir haben die Uffizien, wir haben das MoMA, das Homartage, das Riksmuseum, das Van Gogh.	"Da ist das Uffizi, das MoMA, die Hermitage, das Rijks, das Van Gogh."
Ich werde tatsächlich zu einem meiner Favoriten kommen, dem Metropolitan Museum of Art in New York.	"Ich komme sogar in eins meiner liebsten, das Metropolitan Museum of Art in New York."
Zwei Möglichkeiten, hinein zu gehen, ganz einfach.	Man kommt auf zwei Wegen rein – sehr einfach.
Klicken und bang, man ist im Museum.	"Click, und wumms, ist man im diesem Museum."
Ich erinnere mich daran, wie ich ein Kind sah, das auf einem Parkplatz spielte.	Ich erinnere mich daran ein Kind beim Spielen auf einer Bodenschwelle zu sehen.
Er war gerade mal ein Kleinkind und er war nicht sehr gut darin und er fiel immer wieder um.	Er war noch ein Kleinkind und nicht sehr gut darin und er fiel ständig hin.
Aber ich wette, dass das Spielen mit diesem Auto-Stop eine wirklich wertvolle Lektion lehrte, nämlich, dass große Dinge einen nicht einfach passieren lassen und dass sie an einem Ort bleiben.	"Aber ich wette, dass ihn das Spielen mit der Bodenschwelle eine sehr wertvolle Lektion lehrte, nämlich das große Dinge dich nicht einfach vorbei lassen, und dass sie an einer Stelle bleiben."
Das ist also ein großartiges konzeptionelles Modell der Welt, außer man ist ein Teilchenphysiker.	"Und das ist ein großartiges konzeptionelles Modell der Welt, so lange Sie kein Teilchenphysiker sind."
Es wäre ein schreckliches Modell für einen Teilchenphysiker, denn, nun, sie spielen nicht mit Autobändern, sie spielen mit diesen kleinen, komischen Teilchen.	"Es wäre ein furchtbares Modell für einen Teilchenphysiker, weil sie nicht mit Bodenschwellen spielen, sondern mit diesen kleinen seltsamen Teilchen."
Wenn sie mit ihren Teilchen spielen, stellen sie fest, dass sie alle möglichen wirklich seltsamen Dinge tun können, wie durch Wände fliegen, oder sie können an zwei Orten gleichzeitig sein.	"Und wenn sie mit ihren Teilchen spielen, stellen sie alle möglichen seltsamen Dinge fest -- wie dass sie direkt durch Mauern fliegen, oder dass sie zur gleichen Zeit an zwei verschiedenen Orten sein können."
Also schrieben sie all diese Beobachtungen auf und nannten es die Theorie der Quantenmechanik.	"Und so schrieben sie alle diese Beobachtungen auf, und nannten sie die Theorie der Quantenmechanik."
Und so war die Physik vor ein paar Jahren: Man brauchte die Quantenmechanik, um winzige Teilchen zu beschreiben.	"Das war der Stand der Physik vor einigen Jahren; man brauchte Quantenmechanik um die kleinen, winzigen Teilchen zu beschreiben."
Aber Sie brauchten es nicht, um die großen, alltäglichen Gegenstände um uns herum zu beschreiben.	Aber man brauchte sie nicht um die großen alltäglichen Objekte um uns herum zu beschreiben.
Das stimmte nicht mit meiner Intuition überein, vielleicht weil ich nicht oft mit Teilchen spiele.	Das hat meine Intuition nicht gemocht und das vielleicht nur weil ich nicht so oft mit Teilchen spiele.
Das ist eine Darstellung Ihres Gehirns und Ihr Gehirn kann in zwei Teile geteilt werden.	Dies ist eine Darstellung Ihres Gehirns. Ihr Gehirn kann in zwei Hälften unterteilt werden.
Ich spiele manchmal mit ihnen, aber nicht sehr oft.	"Naja, ich spiele manchmal mit ihnen, aber nicht sehr oft."
Ich habe sie nie gesehen.	Und ich habe sie noch nie gesehen.
Niemand hat je ein Teilchen gesehen.	"Ich meine, niemand hat jemals ein Teilchen gesehen."
Das stimmte auch nicht mit meiner logischen Seite überein.	Aber meine logische Seite hat es auch nicht gemocht.
Denn wenn alles aus kleinen Teilchen besteht, und alle kleinen Teilchen dem Prinzip der Quantenmechanik folgen, dann sollte nicht alles dem Prinzip der Quantenmechanik folgen?	"Denn wenn alle Sachen aus Teilchen bestehen und all diese Teilchen den Regeln der Quantenmechanik folgen, sollte dann nicht einfach alles den Regeln der Quantenmechanik folgen?"
Ich sehe keinen Grund, warum das nicht sein sollte.	"Ich sehe keinen Grund, warum das nicht so sein sollte."
Ich würde mich also viel besser fühlen, wenn wir die ganze Sache mit einem alltäglichen Objekt verdeutlichen könnten.	"Ich würde mich also deutliche besser mit der ganzen Sache fühlen, wenn wir irgendwie zeigen könnten, dass Alltagsgegenstände auch den Regeln der Quantenmechanik folgen."
Vor ein paar Jahren begann ich genau das zu tun.	"Also machte ich mich vor ein paar Jahren daran, genau das zu tun."
Das ist das erste Objekt, das Sie sehen können, das in einer mechanischen, quantenmechanischen Superposition war.	"Ich erschuf eins. Dies ist das erste Objekt, das Sie sehen können, das in der quantenmechanischen Superposition war."
Das ist die linke Hälfte, die logische Seite, und dann die rechte Hälfte, die intuitive.	"Das ist die linke Hälfte, die die logische Seite ist und dann die rechte Hälfte, die die intuitive Seite ist."
Hier sehen wir einen winzigen Computerchip.	Was wir uns hier also ansehen ist ein winziger Computer Chip.
Und Sie können diesen grünen Punkt in der Mitte sehen.	Und Sie können diesen grünen Punkt dort in der Mitte sehen.
Und das ist das Stück Metall, über das ich gleich sprechen werde.	Das ist das Stück Metall über das ich gleich reden werde.
Das ist ein Foto des Objekts.	Das ist ein Bild des Objekts.
Ich höre ihn ein wenig vergrößern.	Hier vergrößere ich es etwas.
Wir schauen genau hier in die Mitte.	Wir schauen genau hier ins Zentrum.
Und hier ist eine wirklich große Nahaufnahme des kleinen Metallstücks.	Und hier ist eine wirklich sehr große Nahaufnahme dieses kleinen Stücks Metall.
Wir schauen uns also einen kleinen Metallbrocken an, der wie ein Taucherbrett aussieht und über einen Rand hinaussteht.	Was wir uns also ansehen ist ein kleines Stück Metall es ist wie ein Sprungbrett geformt und es steht über der Kante über.
Und so habe ich dieses Ding fast so gemacht wie man einen Computerchip herstellt.	Ich machte also dieses Ding auf ähnliche Weise auf die man einen Computer Chip macht.
Ich ging in einen sauberen Raum mit einem frischen Silizium-Wafer, und dann schraubte ich für etwa 100 Stunden an allen großen Maschinen herum.	"Ich ging ein einen sauberen Raum mit neuen Siliziumscheiben, und rackerte für 100 Stunden an all den großen Geräten."
Als letzter Schritt musste ich meine eigene Maschine bauen, um dieses schlammförmige Loch unter dem Gerät zu machen.	Für das letzte bisschen musste ich meine eigene Maschine bauen -- um dieses wie ein swimming pool geformte Loch und das Ding zu bekommen.
Dieses Gerät hat die Fähigkeit, in einer Quanten-Superposition zu sein, aber dafür braucht es ein bisschen Hilfe.	Dieses Ding hat die hat die Fähigkeit in der quantenmechanischen Superposition zu sein aber es braucht ein ein wenig Hilfe um es zu tun.
Lassen Sie mich Ihnen eine Analogie geben.	"Schauen Sie, lassen Sie mich Ihnen eine Analogie geben."
Es ist unangenehm, in einem überfüllten Aufzug zu sein.	"Sie wissen, wie unbehaglich es ist in einem vollen Aufzug zu sein?"
Und wenn ich allein im Aufzug bin, mache ich alle möglichen komischen Dinge, aber wenn andere Leute einsteigen, höre ich auf, weil ich sie nicht stören oder, ehrlich gesagt, sie nicht erschrecken will.	"Ich meine, wenn ich alleine im Aufzug bin, dann mache ich alle möglichen seltsamen Sachen aber dann steigen andere Menschen hinzu und ich höre auf all diese Dinge zu machen, weil ich sie nicht damit belästigen will, oder, offen gesagt, sie verschrecke."
